id_partida,fecha_hora,jugador_id,nombre,estrategia,nivel,resultado,cartas_jugadas,elixir_gastado,elixir_desperdiciado,tropas_invocadas,tropas_muertas,ataques_realizados,danio_causado,danio_recibido,torres_destruidas,danio_a_torres,primer_carta_segundo,ultima_carta_segundo,promedio_elixir_carta,ratio_danio
PARTIDA_0001_3879859f,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,6,23,0,6,3,82,9389,2864,3,7437,0,54,3,83,3,28
PARTIDA_0001_3879859f,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,7,25,0,7,5,42,2864,9389,0,0,0,59,3,57,0,31
PARTIDA_0002_75612497,2025-10-25 09:52:40,1,Jugador 1,EstrategiaMenorCosto,5,VICTORIA,12,43,0,12,11,111,11994,9174,3,7549,0,113,3,58,1,31
PARTIDA_0002_75612497,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,13,45,0,13,10,115,9174,11994,0,2389,2,120,3,46,0,76
PARTIDA_0003_e17489a0,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,14,49,0,14,11,112,15248,10106,3,7781,2,131,3,50,1,51
PARTIDA_0003_e17489a0,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,15,49,0,15,12,169,10106,15248,0,1126,3,132,3,27,0,66
PARTIDA_0004_522bfa15,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,13,49,0,13,12,119,16716,7295,3,7805,3,131,3,77,2,29
PARTIDA_0004_522bfa15,2025-10-25 09:52:40,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,12,50,0,12,11,71,7295,16716,0,0,1,134,4,17,0,44
PARTIDA_0005_bbaa2fac,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAleatoria,5,DERROTA,10,36,0,10,9,67,5200,12579,0,1274,0,94,3,60,0,41
PARTIDA_0005_bbaa2fac,2025-10-25 09:52:40,2,Jugador 2,EstrategiaMenorCosto,5,VICTORIA,9,35,0,9,4,111,12579,5200,3,7633,0,90,3,89,2,42
PARTIDA_0006_3b7de73f,2025-10-25 09:52:40,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,15,63,0,15,11,79,7181,11546,0,900,0,175,4,20,0,62
PARTIDA_0006_3b7de73f,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,20,64,0,20,14,158,11546,7181,1,2871,4,177,3,20,1,61
PARTIDA_0007_c5b87b16,2025-10-25 09:52:40,1,Jugador 1,EstrategiaDefensiva,5,VICTORIA,16,68,0,16,8,129,13954,13295,2,4115,5,192,4,25,1,05
PARTIDA_0007_c5b87b16,2025-10-25 09:52:40,2,Jugador 2,EstrategiaMenorCosto,5,DERROTA,21,68,0,21,20,152,13295,13954,1,3447,0,188,3,24,0,95
PARTIDA_0008_810868c6,2025-10-25 09:52:40,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,12,38,0,12,11,86,5449,12077,0,2355,0,99,3,17,0,45
PARTIDA_0008_810868c6,2025-10-25 09:52:40,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,8,37,0,8,2,128,12077,5449,3,7406,1,100,4,63,2,22
PARTIDA_0009_8ceab39a,2025-10-25 09:52:40,1,Jugador 1,EstrategiaMenorCosto,5,VICTORIA,11,43,0,11,9,72,14336,5727,3,7736,0,113,3,91,2,50
PARTIDA_0009_8ceab39a,2025-10-25 09:52:40,2,Jugador 2,EstrategiaMenorCosto,5,DERROTA,13,45,0,13,10,83,5727,14336,0,0,0,120,3,46,0,40
PARTIDA_0010_dab09437,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAleatoria,5,VICTORIA,8,32,0,8,4,57,12455,4563,3,7640,1,82,4,00,2,73
PARTIDA_0010_dab09437,2025-10-25 09:52:40,2,Jugador 2,EstrategiaMenorCosto,5,DERROTA,10,34,0,10,9,65,4563,12455,0,0,2,86,3,40,0,37
PARTIDA_0011_deac2fbc,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAleatoria,5,VICTORIA,10,37,0,10,8,146,11683,6123,3,7331,1,96,3,70,1,91
PARTIDA_0011_deac2fbc,2025-10-25 09:52:40,2,Jugador 2,EstrategiaMenorCosto,5,DERROTA,12,38,0,12,9,114,6123,11683,0,462,0,98,3,17,0,52
PARTIDA_0012_07ee0488,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAleatoria,5,DERROTA,17,54,0,17,15,91,5657,13720,0,102,0,146,3,18,0,41
PARTIDA_0012_07ee0488,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,16,53,0,16,11,187,13720,5657,3,7516,0,146,3,31,2,43
PARTIDA_0013_dd76f56a,2025-10-25 09:52:40,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,6,28,0,6,5,48,5862,14580,0,0,5,71,4,67,0,40
PARTIDA_0013_dd76f56a,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,9,31,0,9,5,124,14580,5862,3,7803,0,78,3,44,2,49
PARTIDA_0014_34858892,2025-10-25 09:52:40,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,15,51,0,15,12,127,10292,14486,1,2482,0,137,3,40,0,71
PARTIDA_0014_34858892,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,14,49,0,14,12,137,14486,10292,3,7432,0,131,3,50,1,41
PARTIDA_0015_0d5a8741,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAleatoria,5,VICTORIA,6,25,0,6,2,54,10087,6705,3,7480,3,60,4,17,1,50
PARTIDA_0015_0d5a8741,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAgresiva,5,DERROTA,6,26,0,6,4,71,6705,10087,1,1970,0,62,4,33,0,66
PARTIDA_0016_bfc7e13f,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,14,51,0,14,13,139,13041,10740,3,7655,0,137,3,64,1,21
PARTIDA_0016_bfc7e13f,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,12,51,0,12,9,84,10740,13041,1,2295,1,139,4,25,0,82
PARTIDA_0017_da235866,2025-10-25 09:52:40,1,Jugador 1,EstrategiaDefensiva,5,VICTORIA,12,54,0,12,7,146,16703,9369,3,7533,0,147,4,50,1,78
PARTIDA_0017_da235866,2025-10-25 09:52:40,2,Jugador 2,EstrategiaMenorCosto,5,DERROTA,15,54,0,15,13,119,9369,16703,0,1194,0,146,3,60,0,56
PARTIDA_0018_c09f4e8c,2025-10-25 09:52:40,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,9,35,0,9,9,79,6147,15318,0,0,4,92,3,89,0,40
PARTIDA_0018_c09f4e8c,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,10,38,0,10,7,84,15318,6147,3,7505,0,98,3,80,2,49
PARTIDA_0019_807957ac,2025-10-25 09:52:40,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,11,51,0,11,9,68,9820,17547,1,2040,0,138,4,64,0,56
PARTIDA_0019_807957ac,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,15,49,0,15,12,231,17547,9820,3,7528,0,131,3,27,1,79
PARTIDA_0020_597664ea,2025-10-25 09:52:40,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,16,54,0,16,15,127,12333,15383,2,4304,0,146,3,38,0,80
PARTIDA_0020_597664ea,2025-10-25 09:52:40,2,Jugador 2,EstrategiaMenorCosto,5,VICTORIA,16,54,0,16,11,114,15383,12333,3,7401,0,146,3,38,1,25
PARTIDA_0021_f6dd0409,2025-10-25 09:52:40,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,16,62,0,16,14,87,13011,20574,1,2556,2,170,3,88,0,63
PARTIDA_0021_f6dd0409,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,17,64,0,17,12,145,20574,13011,2,5100,1,179,3,76,1,58
PARTIDA_0022_14e864d8,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,11,39,0,11,6,154,15899,6685,3,7543,0,103,3,55,2,38
PARTIDA_0022_14e864d8,2025-10-25 09:52:40,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,10,38,0,10,9,74,6685,15899,0,0,2,104,3,80,0,42
PARTIDA_0023_0182dd87,2025-10-25 09:52:40,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,16,58,0,16,14,166,13464,17558,2,4272,1,158,3,63,0,77
PARTIDA_0023_0182dd87,2025-10-25 09:52:40,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,14,54,0,14,7,165,17558,13464,3,7624,1,153,3,86,1,30
PARTIDA_0024_313d287d,2025-10-25 09:52:40,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,8,28,0,8,4,103,11739,8122,3,7672,1,68,3,50,1,45
PARTIDA_0024_313d287d,2025-10-25 09:52:40,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,6,25,0,6,4,98,8122,11739,1,2100,1,63,4,17,0,69
PARTIDA_0025_f36cdd14,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,9,33,0,9,6,81,10424,4869,3,7370,0,84,3,67,2,14
PARTIDA_0025_f36cdd14,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,9,33,0,9,7,78,4869,10424,0,0,0,84,3,67,0,47
PARTIDA_0026_19df8025,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,20,65,0,20,16,113,11878,16441,1,3312,0,179,3,25,0,72
PARTIDA_0026_19df8025,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,18,63,0,18,16,117,16441,11878,2,7149,3,175,3,50,1,38
PARTIDA_0027_e1a7aade,2025-10-25 09:52:41,1,Jugador 1,EstrategiaDefensiva,5,VICTORIA,17,63,0,17,10,163,14282,11925,2,5850,2,179,3,71,1,20
PARTIDA_0027_e1a7aade,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,19,63,0,19,18,159,11925,14282,0,1700,1,173,3,32,0,83
PARTIDA_0028_c33ecb14,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,11,38,0,11,6,109,14877,5987,3,7486,0,98,3,45,2,48
PARTIDA_0028_c33ecb14,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,DERROTA,10,36,0,10,10,73,5987,14877,0,954,0,93,3,60,0,40
PARTIDA_0029_e35b73b7,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAleatoria,5,VICTORIA,15,63,0,15,11,100,16204,13189,2,7520,0,173,4,20,1,23
PARTIDA_0029_e35b73b7,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,18,61,0,18,14,176,13189,16204,1,1989,0,167,3,39,0,81
PARTIDA_0030_2fb37ecd,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,15,49,0,15,14,108,6253,16425,0,1455,0,131,3,27,0,38
PARTIDA_0030_2fb37ecd,2025-10-25 09:52:41,2,Jugador 2,EstrategiaMenorCosto,5,VICTORIA,13,48,0,13,9,115,16425,6253,3,7485,0,128,3,69,2,63
PARTIDA_0031_87828693,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,VICTORIA,18,65,0,18,17,107,13696,11054,2,4440,1,179,3,61,1,24
PARTIDA_0031_87828693,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,17,63,0,17,16,93,11054,13696,0,1110,1,173,3,71,0,81
PARTIDA_0032_cd1ab219,2025-10-25 09:52:41,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,16,65,0,16,15,126,9709,18764,0,0,1,179,4,06,0,52
PARTIDA_0032_cd1ab219,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,18,63,0,18,12,222,18764,9709,2,4645,1,173,3,50,1,93
PARTIDA_0033_a2aa5fe0,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,VICTORIA,18,64,0,18,13,140,16932,10028,2,5669,1,176,3,56,1,69
PARTIDA_0033_a2aa5fe0,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,14,60,0,14,11,71,10028,16932,0,1700,1,167,4,29,0,59
PARTIDA_0034_4b8141a5,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,17,54,0,17,16,90,5595,15356,0,0,1,146,3,18,0,36
PARTIDA_0034_4b8141a5,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,13,51,0,13,8,139,15356,5595,3,7460,0,139,3,92,2,74
PARTIDA_0035_0589cea7,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAleatoria,5,VICTORIA,8,28,0,8,6,79,11119,3701,3,7374,1,70,3,50,3,00
PARTIDA_0035_0589cea7,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,DERROTA,8,30,0,8,5,48,3701,11119,0,0,0,74,3,75,0,33
PARTIDA_0036_f95d56ba,2025-10-25 09:52:41,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,6,26,0,6,4,48,3896,11988,0,0,1,64,4,33,0,32
PARTIDA_0036_f95d56ba,2025-10-25 09:52:41,2,Jugador 2,EstrategiaMenorCosto,5,VICTORIA,7,27,0,7,4,110,11988,3896,3,7428,0,65,3,86,3,08
PARTIDA_0037_4e436831,2025-10-25 09:52:41,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,14,63,0,14,13,79,8734,21328,0,760,0,176,4,50,0,41
PARTIDA_0037_4e436831,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,14,59,0,14,8,152,21328,8734,3,7625,1,163,4,21,2,44
PARTIDA_0038_f830038a,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAleatoria,5,DERROTA,9,34,0,9,8,69,5321,11871,0,1300,0,86,3,78,0,45
PARTIDA_0038_f830038a,2025-10-25 09:52:41,2,Jugador 2,EstrategiaMenorCosto,5,VICTORIA,10,34,0,10,5,141,11871,5321,3,7640,1,86,3,40,2,23
PARTIDA_0039_ed9cd7b8,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,24,82,0,24,24,175,17358,24163,2,5783,0,230,3,42,0,72
PARTIDA_0039_ed9cd7b8,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,22,83,0,22,17,234,24163,17358,3,7581,3,235,3,77,1,39
PARTIDA_0040_e247a0c2,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,VICTORIA,9,35,0,9,3,130,17310,3864,3,7530,0,89,3,89,4,48
PARTIDA_0040_e247a0c2,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,9,38,0,9,8,40,3864,17310,0,0,0,99,4,22,0,22
PARTIDA_0041_1780c2eb,2025-10-25 09:52:41,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,16,60,0,16,15,107,11758,17858,0,1709,0,170,3,75,0,66
PARTIDA_0041_1780c2eb,2025-10-25 09:52:41,2,Jugador 2,EstrategiaMenorCosto,5,VICTORIA,17,64,0,17,14,130,17858,11758,2,4635,0,176,3,76,1,52
PARTIDA_0042_7b021d9a,2025-10-25 09:52:41,1,Jugador 1,EstrategiaDefensiva,5,VICTORIA,14,59,0,14,7,132,14199,9413,1,2180,0,162,4,21,1,51
PARTIDA_0042_7b021d9a,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,17,62,0,17,16,111,9413,14199,0,2241,1,171,3,65,0,66
PARTIDA_0043_bfed94be,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,VICTORIA,15,63,0,15,13,154,15924,11467,2,7319,0,173,4,20,1,39
PARTIDA_0043_bfed94be,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,19,61,0,19,17,171,11467,15924,0,0,0,167,3,21,0,72
PARTIDA_0044_929ab819,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,19,64,0,19,17,148,11761,14072,0,2261,1,176,3,37,0,84
PARTIDA_0044_929ab819,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,15,63,0,15,9,104,14072,11761,2,4271,0,175,4,20,1,20
PARTIDA_0045_c01f8392,2025-10-25 09:52:41,1,Jugador 1,EstrategiaDefensiva,5,DERROTA,25,102,0,25,23,171,23510,19428,0,1071,1,293,4,08,1,21
PARTIDA_0045_c01f8392,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,24,105,0,24,20,164,19428,23510,0,1130,0,299,4,38,0,83
PARTIDA_0046_570bb097,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,15,48,0,15,13,76,4811,13466,0,567,0,128,3,20,0,36
PARTIDA_0046_570bb097,2025-10-25 09:52:41,2,Jugador 2,EstrategiaMenorCosto,5,VICTORIA,13,46,0,13,6,104,13466,4811,3,7450,0,122,3,54,2,80
PARTIDA_0047_e9f7c490,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,14,51,0,14,10,119,19183,7970,3,7438,0,137,3,64,2,41
PARTIDA_0047_e9f7c490,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,11,47,0,11,10,54,7970,19183,0,0,3,125,4,27,0,42
PARTIDA_0048_c241d32c,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,12,41,0,12,11,54,13202,9843,3,7542,0,108,3,42,1,34
PARTIDA_0048_c241d32c,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,10,40,0,10,8,75,9843,13202,1,2040,0,107,4,00,0,75
PARTIDA_0049_288910db,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,DERROTA,14,51,0,14,13,129,7404,14395,1,2211,0,137,3,64,0,51
PARTIDA_0049_288910db,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,13,50,0,13,2,173,14395,7404,3,7493,1,140,3,85,1,94
PARTIDA_0050_9a949216,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,10,38,0,10,9,51,5888,14277,0,912,0,98,3,80,0,41
PARTIDA_0050_9a949216,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,10,36,0,10,5,74,14277,5888,3,7480,0,95,3,60,2,42
PARTIDA_0051_03755114,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,9,32,0,9,8,63,3892,12051,0,652,0,80,3,56,0,32
PARTIDA_0051_03755114,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,9,32,0,9,3,89,12051,3892,3,7606,0,80,3,56,3,10
PARTIDA_0052_1f0407e1,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,17,62,0,17,15,108,9053,17136,0,1567,0,172,3,65,0,53
PARTIDA_0052_1f0407e1,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,18,63,0,18,11,191,17136,9053,3,7447,1,173,3,50,1,89
PARTIDA_0053_ab01bcad,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,11,45,0,11,10,71,7642,13605,0,193,0,119,4,09,0,56
PARTIDA_0053_ab01bcad,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,12,44,0,12,10,80,13605,7642,3,7555,0,116,3,67,1,78
PARTIDA_0054_bd5ff2d8,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,6,21,0,6,4,45,12253,3068,3,7480,0,47,3,50,3,99
PARTIDA_0054_bd5ff2d8,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,DERROTA,5,19,0,5,5,40,3068,12253,0,0,0,41,3,80,0,25
PARTIDA_0055_6f6242c6,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,11,40,0,11,10,92,12828,7900,3,7484,0,106,3,64,1,62
PARTIDA_0055_6f6242c6,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,12,40,0,12,8,69,7900,12828,0,1020,2,104,3,33,0,62
PARTIDA_0056_d53f3397,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,13,47,0,13,9,119,10839,14979,1,3750,0,125,3,62,0,72
PARTIDA_0056_d53f3397,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,VICTORIA,14,47,0,14,12,119,14979,10839,3,7480,1,126,3,36,1,38
PARTIDA_0057_7e2613bd,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,DERROTA,17,60,0,17,14,177,15869,17678,1,3785,0,164,3,53,0,90
PARTIDA_0057_7e2613bd,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,VICTORIA,15,60,0,15,11,82,17678,15869,3,7480,2,164,4,00,1,11
PARTIDA_0058_210b2968,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAleatoria,5,VICTORIA,8,28,0,8,4,141,12721,8236,3,7620,0,68,3,50,1,54
PARTIDA_0058_210b2968,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,DERROTA,9,29,0,9,6,82,8236,12721,2,4000,1,71,3,22,0,65
PARTIDA_0059_612f25cc,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAleatoria,5,VICTORIA,10,36,0,10,4,140,12075,3622,3,7435,0,92,3,60,3,33
PARTIDA_0059_612f25cc,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,8,34,0,8,6,39,3622,12075,0,0,1,91,4,25,0,30
PARTIDA_0060_89dff4da,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,8,28,0,8,3,84,10692,6347,3,7730,0,68,3,50,1,68
PARTIDA_0060_89dff4da,2025-10-25 09:52:41,2,Jugador 2,EstrategiaMenorCosto,5,DERROTA,9,28,0,9,8,121,6347,10692,0,1815,0,68,3,11,0,59
PARTIDA_0061_3d78e2c7,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAleatoria,5,DERROTA,13,41,0,13,13,121,7073,14359,0,0,0,108,3,15,0,49
PARTIDA_0061_3d78e2c7,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,10,42,0,10,7,104,14359,7073,3,7736,0,111,4,20,2,03
PARTIDA_0062_9aa9f03c,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,5,18,0,5,1,61,11908,1722,3,7810,1,38,3,60,6,92
PARTIDA_0062_9aa9f03c,2025-10-25 09:52:41,2,Jugador 2,EstrategiaDefensiva,5,DERROTA,5,20,0,5,4,29,1722,11908,0,0,0,47,4,00,0,14
PARTIDA_0063_b7d2ed9e,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,12,40,0,12,9,88,13459,13508,3,7590,0,104,3,33,1,00
PARTIDA_0063_b7d2ed9e,2025-10-25 09:52:41,2,Jugador 2,EstrategiaMenorCosto,5,DERROTA,10,40,0,10,6,99,13508,13459,2,7551,0,104,4,00,1,00
PARTIDA_0064_5644b78c,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAleatoria,5,DERROTA,13,49,0,13,10,107,10300,14733,1,2400,0,132,3,77,0,70
PARTIDA_0064_5644b78c,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAgresiva,5,VICTORIA,15,51,0,15,13,155,14733,10300,3,7457,0,138,3,40,1,43
PARTIDA_0065_ab822e13,2025-10-25 09:52:41,1,Jugador 1,EstrategiaMenorCosto,5,VICTORIA,14,48,0,14,12,137,14338,9902,3,7524,0,128,3,43,1,45
PARTIDA_0065_ab822e13,2025-10-25 09:52:41,2,Jugador 2,EstrategiaAleatoria,5,DERROTA,12,48,0,12,11,80,9902,14338,1,2271,0,130,4,00,0,69
PARTIDA_0066_37fe6e6a,2025-10-25 09:52:41,1,Jugador 1,EstrategiaAgresiva,5,VICTORIA,10,38,0,10,8,110,12691,11935,3,7506,0,98,3,80,1,06
